Date,Closing price,50,200
2018-06-04,3.43,,
2018-06-05,3.44,,
2018-06-06,3.43,,
2018-06-07,3.41,,
2018-06-08,3.49,,
2018-06-11,3.45,,
2018-06-12,3.4,,
2018-06-13,3.4,,
2018-06-14,3.49,,
2018-06-15,3.47,,
2018-06-18,3.4,,
2018-06-19,3.41,,
2018-06-20,3.34,,
2018-06-21,3.4,,
2018-06-25,3.4,,
2018-06-26,3.36,,
2018-06-27,3.36,,
2018-06-28,3.4,,
2018-06-29,3.4,,
2018-07-02,3.33,,
2018-07-03,3.33,,
2018-07-04,3.33,,
2018-07-05,3.38,,
2018-07-06,3.38,,
2018-07-09,3.37,,
2018-07-10,3.34,,
2018-07-11,3.39,,
2018-07-12,3.35,,
2018-07-13,3.32,,
2018-07-16,3.37,,
2018-07-17,3.36,,
2018-07-18,3.32,,
2018-07-19,3.32,,
2018-07-20,3.73,,
2018-07-23,3.72,,
2018-07-24,3.67,,
2018-07-25,3.7,,
2018-07-26,3.71,,
2018-07-27,3.74,,
2018-07-30,3.75,,
2018-07-31,3.67,,
2018-08-01,3.75,,
2018-08-02,3.7,,
2018-08-03,3.67,,
2018-08-06,3.7,,
2018-08-07,3.68,,
2018-08-08,3.7,,
2018-08-09,3.7,,
2018-08-10,3.72,,
2018-08-13,3.69,,
2018-08-14,3.58,,
2018-08-15,3.65,,
2018-08-16,3.59,,
2018-08-17,3.61,,
2018-08-20,3.64,,
2018-08-21,3.64,,
2018-08-22,3.58,,
2018-08-23,3.6,,
2018-08-24,3.6,,
2018-08-27,3.6,,
2018-08-28,3.65,,
2018-08-29,3.67,,
2018-08-30,3.65,,
2018-08-31,3.63,,
2018-09-03,3.62,,
2018-09-04,3.56,,
2018-09-05,3.58,,
2018-09-06,3.57,,
2018-09-07,3.54,,
2018-09-10,3.5,,
2018-09-11,3.54,,
2018-09-12,3.56,,
2018-09-13,3.54,,
2018-09-14,3.58,,
2018-09-17,3.53,,
2018-09-18,3.53,,
2018-09-19,3.5,,
2018-09-20,3.55,,
2018-09-21,3.55,,
2018-09-24,3.55,,
2018-09-25,3.5,,
2018-09-26,3.5,,
2018-09-27,3.5,,
2018-09-28,3.58,,
2018-10-01,3.55,,
2018-10-02,3.55,,
2018-10-03,3.55,,
2018-10-04,3.53,,
2018-10-05,3.5,,
2018-10-08,3.49,,
2018-10-09,3.45,,
2018-10-10,3.5,,
2018-10-11,3.39,,
2018-10-12,3.49,,
2018-10-15,3.39,,
2018-10-16,3.4,,
2018-10-17,3.54,,
2018-10-18,3.45,,
2018-10-19,3.39,,
2018-10-22,3.36,,
2018-10-23,3.35,,
2018-10-24,3.36,,
2018-10-25,3.33,,
2018-10-26,3.33,,
2018-10-29,3.34,,
2018-10-30,3.35,,
2018-10-31,3.3,,
2018-11-01,3.34,,
2018-11-02,3.3,,
2018-11-05,3.33,,
2018-11-06,3.3,,
2018-11-07,3.33,,
2018-11-08,3.4,,
2018-11-09,3.38,,
2018-11-12,3.41,,
2018-11-13,3.35,,
2018-11-14,3.38,,
2018-11-15,3.38,,
2018-11-16,3.32,,
2018-11-19,3.33,,
2018-11-20,3.28,,
2018-11-21,3.32,,
2018-11-22,3.3,,
2018-11-23,3.31,,
2018-11-26,3.23,,
2018-11-27,3.27,,
2018-11-28,3.34,,
2018-11-29,3.34,,
2018-11-30,3.22,,
2018-12-03,3.23,,
2018-12-04,3.23,,
2018-12-05,3.24,,
2018-12-07,3.2,,
2018-12-10,3.1,,
2018-12-11,3.24,,
2018-12-12,3.19,,
2018-12-13,3.12,,
2018-12-14,3.1,,
2018-12-17,3.11,,
2018-12-18,3.14,,
2018-12-19,3.07,,
2018-12-20,3.05,,
2018-12-21,2.99,,
2018-12-27,2.91,,
2018-12-28,3.05,,
2019-01-02,3.04,,
2019-01-03,3.03,,
2019-01-04,3.0,,
2019-01-07,3.07,,
2019-01-08,3.17,,
2019-01-09,3.37,,
2019-01-10,3.35,,
2019-01-11,3.33,,
2019-01-14,3.33,,
2019-01-15,3.33,,
